"cases_time_series__dailyconfirmed","cases_time_series__dailydeceased","cases_time_series__dailyrecovered","cases_time_series__date","cases_time_series__totalconfirmed","cases_time_series__totaldeceased","cases_time_series__totalrecovered","statewise__active","statewise__confirmed","statewise__deaths","statewise__deltaconfirmed","statewise__deltadeaths","statewise__deltarecovered","statewise__lastupdatedtime","statewise__migratedother","statewise__recovered","statewise__state","statewise__statecode","statewise__statenotes","tested__dailyrtpcrtests","tested__individualstestedperconfirmedcase","tested__positivecasesfromsamplesreported","tested__samplereportedtoday","tested__source","tested__source1","tested__source3","tested__testedasof","tested__testpositivityrate","tested__testsconductedbyprivatelabs","tested__testsperconfirmedcase","tested__testspermillion","tested__totalindividualstested","tested__totalpositivecases","tested__totalrtpcrtests","tested__totalsamplestested","tested__updatetimestamp"
"62170","899","50141","06 August ","2025423","41653","1377275","","","","","","","","","","","","","496917","","","1116842","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_16Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2401","https://t.me/Covid19india_Auxiliary_Test_Data/2398","15/09/2020","8.61%","","","44586","","","29622723","59429115","16/09/2020 09:00:00"
"61455","936","50387","07 August ","2086878","42589","1427662","","","","","","","","","","","","","488309","","","1136613","http://twitter.com/ICMRDELHI/status/1306426219882258433","https://t.me/Covid19india_Auxiliary_Test_Data/2419","https://t.me/Covid19india_Auxiliary_Test_Data/2420","16/09/2020","8.61%","","","45439","","","30111032","60565728","17/09/2020 09:00:00"
"65156","875","52135","08 August ","2152034","43464","1479797","","","","","","","","","","","","","416189","","","1006615","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_18Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2436","https://t.me/Covid19india_Auxiliary_Test_Data/2437","17/09/2020","8.61%","","","46194","","","30527221","61572343","18/09/2020 09:00:00"
"62117","1013","54474","09 August ","2214151","44477","1534271","","","","","","","","","","","","","477426","","","881911","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_19Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2453","https://t.me/Covid19india_Auxiliary_Test_Data/2451","18/09/2020","8.62%","","","46856","","","31004647","62454254","19/09/2020 09:00:00"
"53016","887","47362","10 August ","2267167","45364","1581633","","","","","","","","","","","","","454782","","","1206806","http://twitter.com/ICMRDELHI/status/1307521264051912704","https://t.me/Covid19india_Auxiliary_Test_Data/2470","https://t.me/Covid19india_Auxiliary_Test_Data/2471","19/09/2020","8.64%","","","47761","","","31459429","63661060","20/09/2020 09:00:00"
"61252","835","56461","11 August ","2328419","46199","1638094","","","","","","","","","","","","","284397","","","731534","http://twitter.com/ICMRDELHI/status/1307882901397073920","https://t.me/Covid19india_Auxiliary_Test_Data/2491","https://t.me/Covid19india_Auxiliary_Test_Data/2492","20/09/2020","8.62%","","","48310","","","31743826","64392594","21/09/2020 09:00:00"
"67066","950","57759","12 August ","2395485","47149","1695853","","","","","","","","","","","","","502378","","","933185","http://twitter.com/ICMRDELHI/status/1308247067198799873","https://t.me/Covid19india_Auxiliary_Test_Data/2511","https://t.me/Covid19india_Auxiliary_Test_Data/2512","21/09/2020","8.63%","","","49010","","","32246204","65325779","22/09/2020 09:00:00"
"64141","1006","54776","13 August ","2459626","48155","1750629","","","","","","","","","","","","","477203","","","953683","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_23Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2535","https://t.me/Covid19india_Auxiliary_Test_Data/2536","22/09/2020","8.64%","","","49726","","","32723407","66279462","23/09/2020 09:00:00"
"65610","989","56920","14 August ","2525236","49144","1807549","","","","","","","","","","","","","467424","","","1156569","http://twitter.com/ICMRDELHI/status/1308967193292365825","https://t.me/Covid19india_Auxiliary_Test_Data/2555","https://t.me/Covid19india_Auxiliary_Test_Data/2557?single","23/09/2020","8.65%","","","50593","","","33190831","67436031","24/09/2020 09:00:00"
"63986","952","53116","15 August ","2589222","50096","1860665","","","","","","","","","","","","","455629","","","1492409","http://twitter.com/ICMRDELHI/status/1309329991100817409","https://t.me/Covid19india_Auxiliary_Test_Data/2597","https://t.me/Covid19india_Auxiliary_Test_Data/2595","24/09/2020","8.62%","","","51713","","","33646460","68928440","25/09/2020 09:00:00"
"58096","952","57404","16 August ","2647318","51048","1918069","","","","","","","","","","","","","449466","","","1341535","http://twitter.com/ICMRDELHI/status/1309693135790854144","https://t.me/Covid19india_Auxiliary_Test_Data/2615","https://t.me/Covid19india_Auxiliary_Test_Data/2613","25/09/2020","8.56%","","","52720","","","34095926","70269975","26/09/2020 09:00:00"
"54298","880","58172","17 August ","2701616","51928","1976241","","","","","","","","","","","","","445709","","","987861","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_27Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2642","https://t.me/Covid19india_Auxiliary_Test_Data/2639","26/09/2020","8.53%","","","53461","","","34541635","71257836","27/09/2020 09:00:00"
"65024","1099","60455","18 August ","2766640","53027","2036696","","","","","","","","","","","","","280943","","","709394","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_28Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2661","https://t.me/Covid19india_Auxiliary_Test_Data/2662","27/09/2020","8.52%","","","53993","","","34822578","71967230","28/09/2020 09:00:00"
"69196","979","59365","19 August ","2835836","54006","2096061","","","","","","","","","","","","","588645","","","1142811","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2685","https://t.me/Covid19india_Auxiliary_Test_Data/2682","28/09/2020","8.54%","","","54850","","","35411223","73110041","29/09/2020 09:00:00"
"68518","981","61873","20 August ","2904354","54987","2157934","","","","","","","","","","","","","591125","","","1086688","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_30Sept2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2709","https://t.me/Covid19india_Auxiliary_Test_Data/2707","29/09/2020","8.51%","","","55666","","","36002348","74196729","30/09/2020 09:00:00"
"69029","953","62858","21 August ","2973383","55940","2220792","","","","","","","","","","","","","581367","","","1423052","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_01Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2729","https://t.me/Covid19india_Auxiliary_Test_Data/2727","30/09/2020","8.50%","","","56733","","","36583715","75619781","01/10/2020 09:00:00"
"70067","918","59101","22 August ","3043450","56858","2279893","","","","","","","","","","","","","501362","","","1097947","https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_02Oct2020.pdf","https://t.me/Covid19india_Auxiliary_Test_Data/2742","https://t.me/Covid19india_Auxiliary_Test_Data/2743","01/10/2020","8.45%","","","57557","","","37085077","76717728","02/10/2020 09:00:00"
"61749","846","56896","23 August ","3105199","57704","2336789","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59696","854","66305","24 August ","3164895","58558","2403094","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66873","1066","64151","25 August ","3231768","59624","2467245","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75995","1017","56191","26 August ","3307763","60641","2523436","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76827","1066","59620","27 August ","3384590","61707","2583056","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76657","1019","64475","28 August ","3461247","62726","2647531","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78479","943","64982","29 August ","3539726","63669","2712513","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79461","960","60422","30 August ","3619187","64629","2772935","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68766","816","64435","31 August ","3687953","65445","2837370","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78168","892","62145","01 September ","3766121","66337","2899515","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82860","913","67874","02 September ","3848981","67250","2967389","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84156","979","67491","03 September ","3933137","68229","3034880","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87115","950","69625","04 September ","4020252","69179","3104505","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90600","916","73161","05 September ","4110852","70095","3177666","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91725","1005","69630","06 September ","4202577","71100","3247296","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75015","1129","74116","07 September ","4277592","72229","3321412","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89855","1107","74608","08 September ","4367447","73336","3396020","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95536","1168","73062","09 September ","4462983","74504","3469082","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96762","1213","70904","10 September ","4559745","75717","3539986","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97655","1202","81456","11 September ","4657400","76919","3621442","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94414","1111","77862","12 September ","4751814","78030","3699304","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93220","1140","77748","13 September ","4845034","79170","3777052","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81913","1054","79213","14 September ","4926947","80224","3856265","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91098","1281","82849","15 September ","5018045","81505","3939114","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97860","1140","82924","16 September ","5115905","82645","4022038","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96787","1175","87788","17 September ","5212692","83820","4109826","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92973","1221","95515","18 September ","5305665","85041","4205341","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92574","1149","94389","19 September ","5398239","86190","4299730","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87395","1135","92926","20 September ","5485634","87325","4392656","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74493","1056","102070","21 September ","5560127","88381","4494726","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83362","1085","89657","22 September ","5643489","89466","4584383","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86703","1123","87459","23 September ","5730192","90589","4671842","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85921","1144","81142","24 September ","5816113","91733","4752984","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85717","1093","93331","25 September ","5901830","92826","4846315","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"88759","1124","92365","26 September ","5990589","93950","4938680","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82770","1040","74691","27 September ","6073359","94990","5013371","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69668","775","85194","28 September ","6143027","95765","5098565","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80500","1178","86150","29 September ","6223527","96943","5184715","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86748","1179","85274","30 September ","6310275","98122","5269989","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81693","1096","78646","01 October ","6391968","99218","5348635","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
